"scenario","goal","long_goal","dimension","region_id","region_name","value","p.value"
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",0,"Global average",0.103791208791209,0.126493897339298
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",1,"Cocos Islands",-0.0284065934065915,0.530527828465164
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",2,"Christmas Island",-0.0284065934065915,0.530527828465164
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",3,"Norfolk Island",3.16247252747252,7.46416213143917e-05
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",5,"New Caledonia",0.00379120879120746,0.752393594199039
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",6,"Vanuatu",-3.57219780219775,0.00055193650592511
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",7,"Solomon Islands",1.5747802197802,0.00453986336758407
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",8,"Palau",-4.70230769230764,1.71319955035426e-07
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",9,"Micronesia",-0.729999999999995,0.302033957909671
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",10,"Nauru",2.80901098901095,0.00375041373015009
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",11,"Marshall Islands",-4.02933653513246e-15,0.111172952769043
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",12,"Wake Island",3.72324175824171,6.16867807861752e-05
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",13,"Northern Mariana Islands and Guam",0.268846153846145,0.0403083580144947
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",14,"Taiwan",0.727142857142851,9.22440523149583e-07
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",15,"Philippines",-0.495219780219779,0.450473601451736
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",16,"Australia",0.144615384615383,0.00835284251330679
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",17,"Papua New Guinea",0.00571428571428607,0.461510414722693
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",18,"Fiji",-2.83423076923074,4.34342823512617e-07
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",19,"Tuvalu",-1.30642857142855,0.00152973189818767
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",20,"South Korea",0.751538461538449,0.000142811262153079
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",21,"North Korea",0.97593406593405,0.00290007782606326
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",24,"Cambodia",0.304010989010985,3.75525961779196e-09
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",25,"Thailand",-0.163626373626372,0.00820711490397594
"2012 - 2024","AO","Artisanal opportunities","average_yearly_change_in_scores",26,"Andaman and Nicobar",-0.0172527472527419,0.882088466028281
